t,Omega1,Omega2,Omega3,Omega4
13.8000438251559,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
14.0000444603031,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
14.2000450954502,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
14.4000457305974,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
14.6000463657446,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
14.8000470008918,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
15.000047636039,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
15.2000482711862,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
15.4000489063334,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
15.6000495414805,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
15.8000501766277,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
16.0000508117749,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
16.2000514469221,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
16.4000520820693,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
16.6000527172165,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
16.8000533523637,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
17.0000539875108,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
17.200054622658,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
17.4000552578052,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
17.6000558929524,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
17.8000565280996,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
18.0000571632468,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
18.200057798394,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
18.4000584335412,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
18.6000590686883,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
18.8000597038355,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
19.0000603389827,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
19.2000609741299,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
19.4000616092771,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
19.6000622444243,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
19.8000628795715,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
20.0000635147186,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
20.2000641498658,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
20.400064785013,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
20.6000654201602,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
20.8000660553074,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
21.0000666904546,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
21.2000673256018,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
21.400067960749,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
21.6000685958961,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
21.8000692310433,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
22.0000698661905,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
22.2000705013377,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
22.4000711364849,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
22.6000717716321,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
22.8000724067793,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
23.0000730419264,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
23.2000736770736,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
23.4000743122208,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
23.600074947368,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
23.8000755825152,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
24.0000762176624,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
24.2000768528096,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
24.4000774879567,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
24.6000781231039,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
24.8000787582511,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
25.0000793933983,8002.3105386605,8002.3105386605,8002.3105386605,8002.3105386605
25.2000800285455,8002.31053866035,8002.31053865878,8002.31053866139,8002.31053866164
25.4000806636927,8002.30966129263,8002.30004864768,8002.31596124605,8002.31751698224
25.6000812988399,8002.30637768144,8002.25977935606,8002.33676042086,8002.34432614813
25.8000819339871,8002.29947216808,8002.17285464609,8002.38161768278,8002.40223446886
26.0000825691342,8002.28801213522,8002.02468131109,8002.4580106513,8002.50100103922
26.2000832042814,8002.27131914113,8001.80281846533,8002.57228240603,8002.64895284796
26.4000838394286,8002.24894148013,8001.49684726477,8002.72971104714,8002.8530634117
26.6000844745758,8002.22062825215,8001.09824161746,8002.93457904224,8003.1190323884
26.800085109723,8002.18630499377,8000.60024046756,8003.19024196904,8003.45136566183
27.0000857448702,8002.14605089701,7999.99772216684,8003.49919630619,8003.85345542571
27.2000863800174,8002.10007761899,7999.28708138319,8003.86314596686,8004.32765983374
27.4000870151645,8002.04870966629,7998.46610893597,8004.28306730841,8004.87538181883
27.6000876503117,8001.99236632146,7997.53387489345,8004.75927238856,8005.49714672114
27.8000882854589,8001.93154506579,7996.49061521766,8005.29147027294,8006.19267840053
28.0000889206061,8001.86680644197,7995.33762219645,8005.87882623041,8006.96097354326
28.2000895557533,8001.79876029208,7994.07713886111,8006.5200186821,8007.80037390647
28.4000901909005,8001.72805330069,7992.71225755061,8007.21329379692,8008.70863627596
28.6000908260477,8001.65535776868,7991.24682274914,8007.95651765055,8009.68299994344
28.8000914611949,8001.58136154144,7989.68533829337,8008.74722588728,8010.72025153875
29.000092096342,8001.50675901425,7988.03287901781,8009.58267084399,8011.81678707992
29.2000927314892,8001.43224313837,7986.2950068816,8010.45986611351,8012.9686711303
29.4000933666364,8001.35849835256,7984.47769159776,8011.37562854055,8014.17169297632
29.6000940017836,8001.28619436753,7982.58723576509,8012.32661765791,8015.42141976215
29.8000946369308,8001.21598073369,7980.63020448489,8013.30937258296,8016.71324653915
30.000095272078,8001.14848212598,7978.6133594278,8014.32034640575,8018.04244320737
30.2000959072252,8001.08429428365,7976.54359730122,8015.35593810976,8019.40419834479
30.4000965423723,8001.02398054694,7974.42789265413,8016.41252207474,8020.7936599365
30.6000971775195,8000.96806893663,7972.2732449439,8017.4864752183,8022.20597303115
30.8000978126667,8000.91704972692,7970.0866297787,8018.57420183948,8023.63631436612
31.0000984478139,8000.87137346624,7967.87495423936,8019.67215623235,8025.07992401483
31.2000990829611,8000.83144940457,7965.64501617513,8020.77686314256,8026.53213412099
31.4000997181083,8000.79764428987,7963.40346736053,8021.88493614313,8027.98839479438
31.6001003532555,8000.7702815,7961.15678039272,8022.99309400878,8029.44429725121
31.8001009884026,8000.74964047978,7958.911219203,8024.09817517049,8030.89559428991
32.0001016235498,8000.73595645629,7956.67281305044,8025.1971503335,8032.33821819922
32.200102258697,8000.72942040846,7954.44733386074,8026.28713334335,8033.76829620111
32.4001028938442,8000.73017926946,7952.24027676964,8027.36539038514,8035.18216353535
32.6001035289914,8000.73833634321,7950.0568437268,8028.42934760154,8036.57637429609
32.8001041641386,8000.75395191812,7947.90193001313,8029.47659721496,8037.9477101334
33.0001047992858,8000.77704406334,7945.78011352294,8030.50490223896,8039.29318693477
33.200105434433,8000.80758959427,7943.69564666052,8031.51219986314,8040.61005960245
33.4001060695801,8000.84552519561,7941.6524507,8032.49660359468,8041.89582504343
33.6001067047273,8000.89074869138,7939.6541124573,8033.45640423871,8043.14822348818
33.8001073398745,8000.94312045227,7937.70388312288,8034.39006979797,8044.3652382543
34.0001079750217,8001.00246493158,7935.80467910523,8035.29624437073,8045.54509406935
34.2001086101689,8001.0685723216,7933.95908473615,8036.1737461241,8046.68625406608
34.4001092453161,8001.14120032253,7932.16935669069,8037.02156441791,8047.78741556103
34.6001098804633,8001.2200760168,7930.43742997705,8037.83885615238,8048.84750472519
34.8001105156104,8001.30488875708,7928.76491886817,8038.62495262414,8049.86567674236
35.0001111507576,8001.3953159589,7927.1531425733,8039.37932525033,8050.84129158778
35.2001117859048,8001.49100816,7925.60312285387,8040.1016010795,8051.77391827973
35.400112421052,8001.59169099034,7924.1141243932,8040.79223852934,8052.66420527975
35.6001130561992,8001.69718602585,7922.6839075228,8041.45239608406,8053.51370453191
35.8001136913464,8001.80732119278,7921.31031483434,8042.0831897587,8054.32391110354
36.0001143264936,8001.92193054376,7919.99126815757,8042.68569465619,8055.09626526845
36.2001149616408,8002.04085404164,7918.72476564948,8043.26094646727,8055.83215451396
36.4001155967879,8002.16393735067,7917.50887899053,8043.80994291543,8056.5329154743
36.6001162319351,8002.29103163493,7916.34175068399,8044.33364514877,8057.1998357934
36.8001168670823,8002.42199336375,7915.22159145454,8044.83297908093,8057.83415591938
37.0001175022295,8002.55668412384,7914.14667774256,8045.3088366828,8058.43707083343
37.2001181373767,8002.69497043797,7913.11534929046,8045.76207722686,8059.00973171539
37.4001187725239,8002.83672358996,7912.12600681774,8046.19352848588,8059.55324754837
37.6001194076711,8002.98181945582,7911.17710978141,8046.60398788776,8060.06868666462
37.8001200428182,8003.13013834074,7910.26717421877,8046.9942236279,8060.55707823486
38.0001206779654,8003.28156482183,7909.3947706694,8047.36497574091,8061.01941370305
38.2001213131126,8003.43598759638,7908.55852217345,8047.71695713293,8061.4566481687
38.4001219482598,8003.5932993354,7907.75710234353,8048.05085457619,8061.86970171851
38.600122583407,8003.75339654239,7906.98923350735,8048.36732966703,8062.25946070932
38.8001232185542,8003.91617941703,7906.25368491857,8048.66701974883,8062.62677900406
39.0001238537014,8004.08155172364,7905.54927103346,8048.95053880118,8062.97247916246
39.2001244888485,8004.2494206644,7904.8748498507,8049.21847829628,8063.29735358817
39.4001251239957,8004.41969675691,7904.22932131232,8049.47140802412,8063.60216563388
39.6001257591429,8004.59229371615,7903.61162576318,8049.70987688731,8063.88765066595
39.8001263942901,8004.76712834063,7903.0207424672,8049.9344136668,8064.15451709007
40.0001270294373,8004.94412040247,7902.45568817795,8050.14552775952,8064.40344733939
40.2001276645845,8005.12319254151,7901.91551576183,8050.34370988898,8064.63509882642
40.4001282997317,8005.30427016305,7901.39931287169,8050.52943278986,8064.85010486005
40.6001289348789,8005.48728133926,7900.90620066933,8050.70315186739,8065.04907552907
40.800129570026,8005.67215671411,7900.43533259476,8050.86530583272,8065.23259855322
41.0001302051732,8005.85882941165,7899.98589318071,8051.01631731484,8065.40124010315
41.2001308403204,8006.0472349475,7899.55709691072,8051.15659345019,8065.55554559029
41.4001314754676,8006.23731114357,7899.14818711912,8051.28652645054,8065.69604042783
41.6001321106148,8006.42899804573,7898.7584349314,8051.40649415018,8065.82323076376
41.800132745762,8006.62223784446,7898.38713824352,8051.51686053295,8065.93760418714
42.0001333809092,8006.81697479828,7898.0336207387,8051.61797623998,8066.03963040838
42.2001340160563,8007.01315515993,7897.6972309403,8051.71017905882,8066.12976191472
42.4001346512035,8007.21072710517,7897.37734129952,8051.79379439466,8066.20843460159
42.6001352863507,8007.40964066406,7897.07334731654,8051.8691357242,8066.27606838091
42.8001359214979,8007.60984765481,7896.78466669405,8051.936505033,8066.33306776702
43.0001365566451,8007.81130161983,7896.5107385217,8051.99619323669,8066.37982244124
43.2001371917923,8008.01395776418,7896.25102249068,8052.04848058677,8066.41670779562
43.4001378269395,8008.21777289613,7896.00499813702,8052.09363706159,8066.44408545689
43.6001384620867,8008.42270536989,7895.77216411271,8052.13192274289,8066.46230379112
43.8001390972338,8008.62871503038,7895.55203748364,8052.16358817862,8066.47169838989
44.000139732381,8008.83576315988,7895.34415305328,8052.18887473248,8066.47259253869
44.2001403675282,8009.04381242674,7895.14806271117,8052.2080149205,8066.46529766814
44.4001410026754,8009.25282683574,7894.9633348054,8052.22123273549,8066.45011378859
44.6001416378226,8009.46277168039,7894.78955353812,8052.2287439594,8066.42732990892
44.8001422729698,8009.67361349677,7894.62631838322,8052.23075646437,8066.39722443989
45.0001429081169,8009.88532001915,7894.47324352542,8052.22747050268,8066.36006558276
45.2001435432641,8010.0978601371,7894.32995731996,8052.21907898607,8066.31611170363
45.4001441784113,8010.31120385423,7894.19610177216,8052.20576775482,8066.26561169408
45.6001448135585,8010.52532224824,7894.07133203601,8052.18771583701,8066.20880531855
45.8001454487057,8010.7401874326,7893.95531593131,8052.16509569822,8066.1459235491
46.0001460838529,8010.9557725194,7893.84773347839,8052.13807348211,8066.0771888877
46.2001467190001,8011.17205158371,7893.74827645006,8052.10680924215,8066.00281567693
46.4001473541473,8011.38899962906,7893.6566479399,8052.0714571649,8065.92301039909
46.6001479892944,8011.60659255421,7893.57256194651,8052.03216578507,8065.83797196449
46.8001486244416,8011.82480712116,7893.49574297294,8051.98907819269,8065.74789198909
47.0001492595888,8012.04362092423,7893.42592564087,8051.94233223273,8065.65295506201
47.200149894736,8012.26301236024,7893.36285431899,8051.89206069734,8065.55333900317
47.4001505298832,8012.48296059983,7893.30628276499,8051.83839151111,8065.44921511155
47.6001511650304,8012.70344555974,7893.25597378068,8051.78144790947,8065.34074840429
47.8001518001776,8012.9244478761,7893.21169887985,8051.72134861063,8065.22809784711
48.0001524353248,8013.14594887864,7893.17323796826,8051.65820798112,8065.11141657615
48.2001530704719,8013.36793056593,7893.1403790354,8051.59213619534,8064.99085211182
48.4001537056191,8013.59037558136,7893.11291785761,8051.52323938924,8064.86654656468
48.6001543407663,8013.8132671901,7893.09065771206,8051.45161980836,8064.73863683387
48.8001549759135,8014.03658925677,7893.07340910123,8051.37737595041,8064.60725479821
49.0001556110607,8014.26032622406,7893.06098948755,8051.30060270271,8064.47252750031
49.2001562462079,8014.48446309195,7893.05322303777,8051.2213914745,8064.33457732394
49.4001568813551,8014.70898539778,7893.0499403767,8051.13983032445,8064.19352216485
49.6001575165022,8014.933879197,7893.05097835001,8051.05600408349,8064.04947559538
49.8001581516494,8015.15913104461,7893.05617979575,8050.96999447313,8063.90254702303
50.0001587867966,8015.38472797727,7893.06539332425,8050.88188021943,8063.75284184317
50.2001594219438,8015.61065749601,7893.0784731061,8050.79173716283,8063.60046158619
50.400160057091,8015.83690754967,7893.09527866793,8050.69963836392,8063.44550405924
50.6001606922382,8016.06346651875,7893.11567469568,8050.60565420531,8063.28806348279
50.8001613273854,8016.29032320005,7893.13953084513,8050.50985248987,8063.12823062214
51.0001619625325,8016.51746679167,7893.16672155931,8050.41229853524,8062.96609291416
51.2001625976797,8016.74488687867,7893.19712589269,8050.31305526494,8062.80173458936
51.4001632328269,8016.97257341921,7893.23062734184,8050.21218329616,8062.63523678946
51.6001638679741,8017.20051673113,7893.26711368219,8050.10974102428,8062.46667768067
51.8001645031213,8017.42870747914,7893.30647681097,8050.00578470431,8062.29613256284
52.0001651382685,8017.65713666232,7893.34861259573,8049.90036852939,8062.12367397457
52.2001657734157,8017.88579560213,7893.39342072857,8049.79354470632,8061.94937179446
52.4001664085629,8018.11467593094,7893.44080458562,8049.68536352844,8061.77329333871
52.60016704371,8018.34376958078,7893.49067109177,8049.5758734457,8061.59550345504
52.8001676788572,8018.57306877267,7893.54293059032,8049.46512113228,8061.41606461326
53.0001683140044,8018.80256600623,7893.59749671737,8049.35315155169,8061.23503699248
53.2001689491516,8019.03225404971,7893.65428628095,8049.24000801944,8061.0524785651
53.4001695842988,8019.26212593031,7893.71321914446,8049.12573226351,8060.86844517777
53.600170219446,8019.49217492499,7893.77421811449,8049.01036448249,8060.68299062931
53.8001708545932,8019.72239455142,7893.83720883267,8048.89394340167,8060.49616674588
54.0001714897403,8019.95277855941,7893.9021196716,8048.77650632704,8060.30802345326
54.2001721248875,8020.18332092255,7893.96888163447,8048.65808919733,8060.11860884659
54.4001727600347,8020.41401583022,7894.03742825851,8048.53872663412,8059.92796925751
54.6001733951819,8020.64485767982,7894.10769552187,8048.41845199013,8059.73614931882
54.8001740303291,8020.87584106932,7894.17962175397,8048.29729739574,8059.54319202678
55.0001746654763,8021.1069607901,7894.25314754916,8048.17529380376,8059.34913880117
55.2001753006235,8021.33821181994,7894.32821568352,8048.05247103265,8059.15402954307
55.4001759357707,8021.56958931643,7894.4047710347,8047.92885780808,8058.95790269057
55.6001765709178,8021.80108861043,7894.48276050478,8047.80448180297,8058.76079527246
55.800177206065,8022.03270519992,7894.56213294586,8047.67936967612,8058.56274295987
56.0001778412122,8022.26443474398,7894.64283908849,8047.55354710935,8058.36378011607
56.2001784763594,8022.49627305702,7894.72483147261,8047.42703884334,8058.16393984448
56.4001791115066,8022.72821610318,7894.80806438116,8047.29986871212,8057.96325403483
56.6001797466538,8022.96025999102,7894.892493776,8047.17205967629,8057.76175340771
56.800180381801,8023.19240096826,7894.97807723631,8047.04363385507,8057.5594675574
57.0001810169481,8023.42463541686,7895.06477389909,8046.91461255712,8057.35642499326
57.2001816520953,8023.65695984817,7895.15254440205,8046.78501631026,8057.15265317942
57.4001822872425,8023.88937089827,7895.24135082841,8046.65486489011,8056.94817857322
57.6001829223897,8024.12186532355,7895.33115665384,8046.52417734762,8056.74302666204
57.8001835575369,8024.35443999634,7895.42192669532,8046.39297203568,8056.53722199895
58.0001841926841,8024.58709190076,7895.51362706184,8046.26126663469,8056.33078823694
58.2001848278313,8024.81981812877,7895.606225107,8046.12907817723,8056.12374816193
58.4001854629784,8025.05261587619,7895.69968938323,8045.99642307177,8055.91612372459
58.6001860981256,8025.28548243907,7895.79398959782,8045.86331712558,8055.70793607096
58.8001867332728,8025.51841521005,7895.88909657045,8045.72977556677,8055.49920557197
59.00018736842,8025.7514116749,7895.98498219236,8045.59581306549,8055.28995185186
59.2001880035672,8025.98446940918,7896.081619387,8045.46144375444,8055.0801938156
59.4001886387144,8026.21758607503,7896.17898207209,8045.3266812485,8054.86994967519
59.6001892738616,8026.45075941803,7896.27704512312,8045.19153866377,8054.65923697518
59.8001899090088,8026.68398726424,7896.37578433815,8045.05602863584,8054.44807261708
60.0001905441559,8026.9172675173,7896.47517640396,8044.92016333737,8054.23647288294
60.2001911793031,8027.15059815563,7896.57519886337,8044.78395449513,8054.02445345815
60.4001918144503,8027.38397722978,7896.67583008383,8044.64741340628,8053.81202945321
60.6001924495975,8027.6174028598,7896.7770492271,8044.51055095413,8053.59921542491
60.8001930847447,8027.85087323278,7896.87883622008,8044.37337762336,8053.38602539659
61.0001937198919,8028.08438660043,7896.98117172676,8044.23590351457,8053.17247287772
61.2001943550391,8028.31794127675,7897.08403712105,8044.0981383584,8052.95857088275
61.4001949901863,8028.55153563583,7897.18741446079,8043.96009152907,8052.74433194925
61.6001956253334,8028.78516810964,7897.29128646259,8043.82177205746,8052.52976815543
61.8001962604806,8029.01883718599,7897.39563647764,8043.6831886437,8052.31489113695
62.0001968956278,8029.25254140652,7897.50044846839,8043.54434966928,8052.09971210319
62.200197530775,8029.48627936476,7897.60570698613,8043.40526320873,8051.88424185285
62.4001981659222,8029.72004970428,7897.71139714934,8043.26593704089,8051.66849078905
62.6001988010694,8029.95385111686,7897.81750462283,8043.12637865974,8051.4524689338
62.8001994362165,8030.18768234081,7897.92401559773,8042.98659528483,8051.23618594202
63.0002000713637,8030.42154215927,7898.03091677214,8042.84659387137,8051.01965111496
63.2002007065109,8030.65542939857,7898.13819533246,8042.7063811199,8050.80287341319
63.4002013416581,8030.88934292676,7898.24583893554,8042.56596348561,8050.58586146912
63.6002019768053,8031.12328165204,7898.35383569131,8042.42534718737,8050.368623599
63.8002026119525,8031.35724452133,7898.46217414621,8042.28453821638,8050.15116781454
64.0002032470997,8031.59123051892,7898.57084326714,8042.1435423445,8049.93350183405
64.2002038822469,8031.82523866509,7898.67983242596,8042.0023651323,8049.71563309326
64.400204517394,8032.05926801482,7898.78913138471,8041.86101193683,8049.4975687556
64.6002051525412,8032.29331765657,7898.8987302812,8041.71948791905,8049.27931572227
64.8002057876884,8032.52738671104,7899.00861961526,8041.57779805101,8049.0608806418
65.0002064228356,8032.76147433005,7899.1187902354,8041.43594712282,8048.84226991936
65.2002070579828,8032.9955796954,7899.22923332603,8041.29393974927,8048.62348972564
65.40020769313,8033.22970201778,7899.33994039512,8041.1517803763,8048.4045460055
65.6002083282772,8033.46384053578,7899.45090326231,8041.00947328717,8048.18544448621
65.8002089634243,8033.69799451485,7899.56211404746,8040.86702260839,8047.96619068546
66.0002095985715,8033.93216324632,7899.67356515964,8040.72443231556,8047.74678991903
66.2002102337187,8034.16634604653,7899.78524928647,8040.58170623878,8047.52724730821
66.4002108688659,8034.40054225587,7899.89715938393,8040.43884806808,8047.30756778691
66.6002115040131,8034.63475123796,7900.00928866648,8040.29586135853,8047.08775610857
66.8002121391603,8034.86897237879,7900.12163059757,8040.15274953515,8046.86781685274
67.0002127743075,8035.10320508591,7900.23417888051,8040.00951589773,8046.64775443148
67.2002134094546,8035.33744878771,7900.34692744962,8039.86616362538,8046.4275730955
67.4002140446018,8035.57170293258,7900.45987046178,8039.72269578099,8046.20727694008
67.600214679749,8035.80596698829,7900.57300228826,8039.57911531545,8045.98686991076
67.8002153148962,8036.04024044122,7900.68631750682,8039.43542507179,8045.76635580885
68.0002159500434,8036.27452279571,7900.79981089413,8039.29162778913,8045.54573829671
68.2002165851906,8036.50881357346,7900.91347741848,8039.14772610647,8045.32502090283
68.4002172203378,8036.74311231284,7901.02731223273,8039.00372256637,8045.10420702677
68.600217855485,8036.97741856833,7901.14131066752,8038.85961961849,8044.88329994388
68.8002184906321,8037.21173190992,7901.25546822479,8038.71541962299,8044.66230280984
69.0002191257793,8037.44605192258,7901.3697805714,8038.57112485382,8044.44121866507
69.2002197609265,8037.68037820571,7901.48424353316,8038.42673750188,8044.22005043894
69.4002203960737,8037.9147103726,7901.59885308894,8038.28225967804,8043.99880095386
69.6002210312209,8038.14904804995,7901.71360536507,8038.13769341611,8043.77747292918
